Program,Year,Geo Level,State,type,items,units,Value,CV (%)
CENSUS,2021,STATE,PENNSYLVANIA, ORGANIC, FRESH MARKET - SALES, $,"148,898",43.7
CENSUS,2021,STATE,PENNSYLVANIA, ORGANIC, FRESH MARKET - SALES, CWT,522,49.0
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2021,STATE,RHODE ISLAND, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2021,STATE,SOUTH CAROLINA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,(H)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,(H)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,(H)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2021,STATE,SOUTH DAKOTA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,(H)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,(H)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,(H)
CENSUS,2021,STATE,TENNESSEE, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2021,STATE,TENNESSEE, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2021,STATE,VERMONT, ORGANIC - ACRES HARVESTED,NA,NA,33,43.3
CENSUS,2021,STATE,VERMONT, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,31,38.8
CENSUS,2021,STATE,VERMONT, ORGANIC - OPERATIONS WITH SALES,NA,NA,31,38.8
CENSUS,2021,STATE,VERMONT, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,202",39.1
CENSUS,2021,STATE,VERMONT, ORGANIC - SALES, MEASURED IN $,NA,"480,304",49.7
CENSUS,2021,STATE,VERMONT, ORGANIC - SALES, MEASURED IN CWT,NA,"1,202",39.1
CENSUS,2021,STATE,VERMONT, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,31,38.8
CENSUS,2021,STATE,VERMONT, ORGANIC, FRESH MARKET - SALES, $,"480,304",49.7
CENSUS,2021,STATE,VERMONT, ORGANIC, FRESH MARKET - SALES, CWT,"1,202",39.1
CENSUS,2021,STATE,WASHINGTON, ORGANIC - ACRES HARVESTED,NA,NA,40,41.1
CENSUS,2021,STATE,WASHINGTON, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,49,25.1
CENSUS,2021,STATE,WASHINGTON, ORGANIC - OPERATIONS WITH SALES,NA,NA,49,25.1
CENSUS,2021,STATE,WASHINGTON, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,579",53.4
CENSUS,2021,STATE,WASHINGTON, ORGANIC - SALES, MEASURED IN $,NA,"870,017",54.0
CENSUS,2021,STATE,WASHINGTON, ORGANIC - SALES, MEASURED IN CWT,NA,"1,579",53.4
CENSUS,2021,STATE,WASHINGTON, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,49,25.1
CENSUS,2021,STATE,WASHINGTON, ORGANIC, FRESH MARKET - SALES, $,"863,231",53.8
CENSUS,2021,STATE,WASHINGTON, ORGANIC, FRESH MARKET - SALES, CWT,"1,499",54.0
CENSUS,2021,STATE,WASHINGTON, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,4,73.0
CENSUS,2021,STATE,WASHINGTON, ORGANIC, PROCESSING - SALES, $,"6,786",93.9
CENSUS,2021,STATE,WASHINGTON, ORGANIC, PROCESSING - SALES, CWT,80,82.3
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2021,STATE,WEST VIRGINIA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2021,STATE,WISCONSIN, ORGANIC - ACRES HARVESTED,NA,NA,19,73.6
CENSUS,2021,STATE,WISCONSIN, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,28,31.3
CENSUS,2021,STATE,WISCONSIN, ORGANIC - OPERATIONS WITH SALES,NA,NA,28,31.3
CENSUS,2021,STATE,WISCONSIN, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,426,82.8
CENSUS,2021,STATE,WISCONSIN, ORGANIC - SALES, MEASURED IN $,NA,"128,120",76.4
CENSUS,2021,STATE,WISCONSIN, ORGANIC - SALES, MEASURED IN CWT,NA,426,82.8
CENSUS,2021,STATE,WISCONSIN, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,28,31.3
CENSUS,2021,STATE,WISCONSIN, ORGANIC, FRESH MARKET - SALES, $,"128,120",76.4
CENSUS,2021,STATE,WISCONSIN, ORGANIC, FRESH MARKET - SALES, CWT,426,82.8
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - ACRES HARVESTED,NA,NA,"5,158",22.4
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,580,2.7
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - OPERATIONS WITH SALES,NA,NA,580,2.7
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,461,988",28.5
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - SALES, MEASURED IN $,NA,"320,793,584",30.4
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC - SALES, MEASURED IN CWT,NA,"1,461,266",28.5
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,568,2.8
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, FRESH MARKET - SALES, $,"294,996,931",33.0
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, FRESH MARKET - SALES, CWT,"1,250,324",31.8
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,30,34.8
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, PROCESSING - SALES, $,"25,796,653",67.1
CENSUS,2019,NATIONAL,US TOTAL, ORGANIC, PROCESSING - SALES, CWT,"210,942",48.8
CENSUS,2019,STATE,ALABAMA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,30.4
CENSUS,2019,STATE,ALABAMA, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,30.4
CENSUS,2019,STATE,ALABAMA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,30.4
CENSUS,2019,STATE,ALABAMA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2019,STATE,ALABAMA, ORGANIC, PROCESSING - SALES, $,(D),(D)
CENSUS,2019,STATE,ALABAMA, ORGANIC, PROCESSING - SALES, CWT,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,(H)
CENSUS,2019,STATE,ARIZONA, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,(H)
CENSUS,2019,STATE,ARIZONA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2019,STATE,ARIZONA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,ARIZONA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - ACRES HARVESTED,NA,NA,"4,022",28.7
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,174,8.0
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,174,8.0
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,384,735",30.4
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - SALES, MEASURED IN $,NA,"300,277,717",33.1
CENSUS,2019,STATE,CALIFORNIA, ORGANIC - SALES, MEASURED IN CWT,NA,"1,384,016",30.4
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,170,8.0
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, FRESH MARKET - SALES, $,"275,716,713",35.5
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, FRESH MARKET - SALES, CWT,"1,177,214",33.7
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,15,39.7
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, PROCESSING - SALES, $,"24,561,004",68.3
CENSUS,2019,STATE,CALIFORNIA, ORGANIC, PROCESSING - SALES, CWT,"206,802",49.3
CENSUS,2019,STATE,COLORADO, ORGANIC - ACRES HARVESTED,NA,NA,1,45.6
CENSUS,2019,STATE,COLORADO, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,47.2
CENSUS,2019,STATE,COLORADO, ORGANIC - OPERATIONS WITH SALES,NA,NA,4,47.2
CENSUS,2019,STATE,COLORADO, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,62,52.1
CENSUS,2019,STATE,COLORADO, ORGANIC - SALES, MEASURED IN $,NA,"31,000",59.1
CENSUS,2019,STATE,COLORADO, ORGANIC - SALES, MEASURED IN CWT,NA,62,52.1
CENSUS,2019,STATE,COLORADO, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,4,47.2
CENSUS,2019,STATE,COLORADO, ORGANIC, FRESH MARKET - SALES, $,"31,000",59.1
CENSUS,2019,STATE,COLORADO, ORGANIC, FRESH MARKET - SALES, CWT,62,52.1
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - ACRES HARVESTED,NA,NA,4,36.7
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,11,15.7
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - OPERATIONS WITH SALES,NA,NA,11,15.7
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,181,33.3
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - SALES, MEASURED IN $,NA,"32,164",35.4
CENSUS,2019,STATE,CONNECTICUT, ORGANIC - SALES, MEASURED IN CWT,NA,177,33.4
CENSUS,2019,STATE,CONNECTICUT, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,11,15.7
CENSUS,2019,STATE,CONNECTICUT, ORGANIC, FRESH MARKET - SALES, $,"32,164",36.0
CENSUS,2019,STATE,CONNECTICUT, ORGANIC, FRESH MARKET - SALES, CWT,177,33.8
CENSUS,2019,STATE,FLORIDA, ORGANIC - ACRES HARVESTED,NA,NA,680,79.0
CENSUS,2019,STATE,FLORIDA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,14,30.4
CENSUS,2019,STATE,FLORIDA, ORGANIC - OPERATIONS WITH SALES,NA,NA,14,30.4
CENSUS,2019,STATE,FLORIDA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"59,905",76.3
CENSUS,2019,STATE,FLORIDA, ORGANIC - SALES, MEASURED IN $,NA,"15,055,709",83.4
CENSUS,2019,STATE,FLORIDA, ORGANIC - SALES, MEASURED IN CWT,NA,"59,905",76.3
CENSUS,2019,STATE,FLORIDA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,14,30.4
CENSUS,2019,STATE,FLORIDA, ORGANIC, FRESH MARKET - SALES, $,"15,055,709",83.4
CENSUS,2019,STATE,FLORIDA, ORGANIC, FRESH MARKET - SALES, CWT,"59,905",76.3
CENSUS,2019,STATE,GEORGIA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,GEORGIA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,8,30.4
CENSUS,2019,STATE,GEORGIA, ORGANIC - OPERATIONS WITH SALES,NA,NA,8,30.4
CENSUS,2019,STATE,GEORGIA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,"1,309",76.3
CENSUS,2019,STATE,GEORGIA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,GEORGIA, ORGANIC - SALES, MEASURED IN CWT,NA,"1,309",76.3
CENSUS,2019,STATE,GEORGIA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,8,30.4
CENSUS,2019,STATE,GEORGIA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,GEORGIA, ORGANIC, FRESH MARKET - SALES, CWT,"1,309",76.3
CENSUS,2019,STATE,IDAHO, ORGANIC - ACRES HARVESTED,NA,NA,4,(H)
CENSUS,2019,STATE,IDAHO, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,6,42.5
CENSUS,2019,STATE,IDAHO, ORGANIC - OPERATIONS WITH SALES,NA,NA,6,42.5
CENSUS,2019,STATE,IDAHO, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,100,(H)
CENSUS,2019,STATE,IDAHO, ORGANIC - SALES, MEASURED IN $,NA,"26,380",(H)
CENSUS,2019,STATE,IDAHO, ORGANIC - SALES, MEASURED IN CWT,NA,100,(H)
CENSUS,2019,STATE,IDAHO, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,6,39.8
CENSUS,2019,STATE,IDAHO, ORGANIC, FRESH MARKET - SALES, $,"26,380",59.6
CENSUS,2019,STATE,IDAHO, ORGANIC, FRESH MARKET - SALES, CWT,100,38.9
CENSUS,2019,STATE,ILLINOIS, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,ILLINOIS, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,2,24.6
CENSUS,2019,STATE,ILLINOIS, ORGANIC - OPERATIONS WITH SALES,NA,NA,2,24.6
CENSUS,2019,STATE,ILLINOIS, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ILLINOIS, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,ILLINOIS, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,ILLINOIS, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,2,24.6
CENSUS,2019,STATE,ILLINOIS, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,ILLINOIS, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,INDIANA, ORGANIC - ACRES HARVESTED,NA,NA,11,61.3
CENSUS,2019,STATE,INDIANA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,5,24.6
CENSUS,2019,STATE,INDIANA, ORGANIC - OPERATIONS WITH SALES,NA,NA,5,24.6
CENSUS,2019,STATE,INDIANA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,288,56.2
CENSUS,2019,STATE,INDIANA, ORGANIC - SALES, MEASURED IN $,NA,"128,882",59.9
CENSUS,2019,STATE,INDIANA, ORGANIC - SALES, MEASURED IN CWT,NA,288,56.2
CENSUS,2019,STATE,INDIANA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,5,24.6
CENSUS,2019,STATE,INDIANA, ORGANIC, FRESH MARKET - SALES, $,"128,882",59.9
CENSUS,2019,STATE,INDIANA, ORGANIC, FRESH MARKET - SALES, CWT,288,56.2
CENSUS,2019,STATE,IOWA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,IOWA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,8,38.0
CENSUS,2019,STATE,IOWA, ORGANIC - OPERATIONS WITH SALES,NA,NA,8,38.0
CENSUS,2019,STATE,IOWA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,70,59.2
CENSUS,2019,STATE,IOWA, ORGANIC - SALES, MEASURED IN $,NA,"32,295",66.6
CENSUS,2019,STATE,IOWA, ORGANIC - SALES, MEASURED IN CWT,NA,70,59.2
CENSUS,2019,STATE,IOWA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,8,38.0
CENSUS,2019,STATE,IOWA, ORGANIC, FRESH MARKET - SALES, $,"32,295",66.6
CENSUS,2019,STATE,IOWA, ORGANIC, FRESH MARKET - SALES, CWT,70,59.2
CENSUS,2019,STATE,KANSAS, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,KANSAS, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,69.8
CENSUS,2019,STATE,KANSAS, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,69.8
CENSUS,2019,STATE,KANSAS, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,KANSAS, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,KANSAS, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,KANSAS, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,69.8
CENSUS,2019,STATE,KANSAS, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,KANSAS, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,KENTUCKY, ORGANIC - ACRES HARVESTED,NA,NA,1,94.6
CENSUS,2019,STATE,KENTUCKY, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,4,43.9
CENSUS,2019,STATE,KENTUCKY, ORGANIC - OPERATIONS WITH SALES,NA,NA,4,43.9
CENSUS,2019,STATE,KENTUCKY, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,40,94.1
CENSUS,2019,STATE,KENTUCKY, ORGANIC - SALES, MEASURED IN $,NA,"12,387",75.2
CENSUS,2019,STATE,KENTUCKY, ORGANIC - SALES, MEASURED IN CWT,NA,40,94.1
CENSUS,2019,STATE,KENTUCKY, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,4,43.9
CENSUS,2019,STATE,KENTUCKY, ORGANIC, FRESH MARKET - SALES, $,"12,387",75.2
CENSUS,2019,STATE,KENTUCKY, ORGANIC, FRESH MARKET - SALES, CWT,40,94.1
CENSUS,2019,STATE,LOUISIANA, ORGANIC - ACRES HARVESTED,NA,NA,(D),(D)
CENSUS,2019,STATE,LOUISIANA, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,1,30.4
CENSUS,2019,STATE,LOUISIANA, ORGANIC - OPERATIONS WITH SALES,NA,NA,1,30.4
CENSUS,2019,STATE,LOUISIANA, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,LOUISIANA, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
CENSUS,2019,STATE,LOUISIANA, ORGANIC - SALES, MEASURED IN CWT,NA,(D),(D)
CENSUS,2019,STATE,LOUISIANA, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,1,30.4
CENSUS,2019,STATE,LOUISIANA, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,LOUISIANA, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,MAINE, ORGANIC - ACRES HARVESTED,NA,NA,5,36.7
CENSUS,2019,STATE,MAINE, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,19,15.7
CENSUS,2019,STATE,MAINE, ORGANIC - OPERATIONS WITH SALES,NA,NA,19,15.7
CENSUS,2019,STATE,MAINE, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,168,33.3
CENSUS,2019,STATE,MAINE, ORGANIC - SALES, MEASURED IN $,NA,"62,472",35.4
CENSUS,2019,STATE,MAINE, ORGANIC - SALES, MEASURED IN CWT,NA,168,33.4
CENSUS,2019,STATE,MAINE, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,19,15.7
CENSUS,2019,STATE,MAINE, ORGANIC, FRESH MARKET - SALES, $,"62,472",36.0
CENSUS,2019,STATE,MAINE, ORGANIC, FRESH MARKET - SALES, CWT,168,33.8
CENSUS,2019,STATE,MARYLAND, ORGANIC - ACRES HARVESTED,NA,NA,4,36.7
CENSUS,2019,STATE,MARYLAND, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,13,15.7
CENSUS,2019,STATE,MARYLAND, ORGANIC - OPERATIONS WITH SALES,NA,NA,13,15.7
CENSUS,2019,STATE,MARYLAND, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,158,33.3
CENSUS,2019,STATE,MARYLAND, ORGANIC - SALES, MEASURED IN $,NA,"50,234",35.4
CENSUS,2019,STATE,MARYLAND, ORGANIC - SALES, MEASURED IN CWT,NA,158,33.4
CENSUS,2019,STATE,MARYLAND, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,13,15.7
CENSUS,2019,STATE,MARYLAND, ORGANIC, FRESH MARKET - SALES, $,(D),(D)
CENSUS,2019,STATE,MARYLAND, ORGANIC, FRESH MARKET - SALES, CWT,(D),(D)
CENSUS,2019,STATE,MARYLAND, ORGANIC, PROCESSING - OPERATIONS WITH SALES,NA,2,(H)
CENSUS,2019,STATE,MARYLAND, ORGANIC, PROCESSING - SALES, $,(D),(D)
CENSUS,2019,STATE,MARYLAND, ORGANIC, PROCESSING - SALES, CWT,(D),(D)
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - ACRES HARVESTED,NA,NA,14,36.7
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,14,15.7
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - OPERATIONS WITH SALES,NA,NA,14,15.7
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,485,33.3
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - SALES, MEASURED IN $,NA,"144,129",35.4
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC - SALES, MEASURED IN CWT,NA,485,33.4
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC, FRESH MARKET - OPERATIONS WITH SALES,NA,14,15.7
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC, FRESH MARKET - SALES, $,"144,129",36.0
CENSUS,2019,STATE,MASSACHUSETTS, ORGANIC, FRESH MARKET - SALES, CWT,485,33.8
CENSUS,2019,STATE,MICHIGAN, ORGANIC - ACRES HARVESTED,NA,NA,11,61.3
CENSUS,2019,STATE,MICHIGAN, ORGANIC - OPERATIONS WITH AREA HARVESTED,NA,NA,30,24.6
CENSUS,2019,STATE,MICHIGAN, ORGANIC - OPERATIONS WITH SALES,NA,NA,30,24.6
CENSUS,2019,STATE,MICHIGAN, ORGANIC - PRODUCTION, MEASURED IN CWT,NA,435,56.2
CENSUS,2019,STATE,MICHIGAN, ORGANIC - SALES, MEASURED IN $,NA,(D),(D)
