"Program","Year","Period","Geo.Level","State","Strawberries","type","items","units","Domain","name","code","Value","CV....","Total"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," NITROGEN",NA,"12.6",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," PHOSPHATE",NA,"8.6",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," POTASH",NA,"10.5",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - APPLICATIONS"," NUMBER"," AVG","FERTILIZER"," SULFUR",NA,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," AZOXYSTROBIN ",128810,"24",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS AMYLOLIQUEFACIENS STRAIN D747 ",16482,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BACILLUS SUBTILIS ",6479,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BLAD ",30006,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BORAX DECAHYDRATE ",11102,"70",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BOSCALID ",128008,"17",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," BT SUBSP KURSTAKI EVB-113-19 ",6544,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CAPTAN ",81301,"88",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CYFLUFENAMID ",555550,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," CYPRODINIL ",288202,"81",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," DIFENOCONAZOLE ",128847,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FENHEXAMID ",90209,"26",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FLUDIOXONIL ",71503,"87",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FLUOPYRAM ",80302,"87",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FLUXAPYROXAD ",138009,"56",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," FOSETYL-AL ",123301,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," ISOFETAMID ",270000,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," MEFENOXAM ",113502,"23",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," MONO-POTASSIUM SALT ",76416,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," MYCLOBUTANIL ",128857,"46",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," PENTHIOPYRAD ",90112,"19",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," POLYOXIN D ZINC SALT ",230000,"70",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," PROPICONAZOLE ",122101,"31",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," PYDIFLUMETOFEN ",90110,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," PYRACLOSTROBIN ",99100,"69",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," PYRIMETHANIL ",288201,"19",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," QUINOLINE ",55459,"44",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," SULFUR ",77501,"75",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," TETRACONAZOLE ",120603,"50",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," THIOPHANATE-METHYL ",102001,"15",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," THIRAM ",79801,"70",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," TOTAL",NA,"92",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," TRIFLOXYSTROBIN ",129112,"87",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, FUNGICIDE"," TRIFLUMIZOLE ",128879,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, HERBICIDE"," CARFENTRAZONE-ETHYL ",128712,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, HERBICIDE"," FLUMIOXAZIN ",129034,"29",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, HERBICIDE"," OXYFLUORFEN ",111601,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, HERBICIDE"," PENDIMETHALIN ",108501,"28",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, HERBICIDE"," TOTAL",NA,"29",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," ABAMECTIN ",122804,"30",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," ACEQUINOCYL ",6329,"46",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," ACETAMIPRID ",99050,"43",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," AZADIRACHTIN ",121701,"57",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BEAUVERIA BASSIANA ",128924,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BIFENAZATE ",586,"61",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BIFENTHRIN ",128825,"60",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAK ABTS-1857 ",6523,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAKI ABTS-351 ",6522,"7",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," BT KURSTAKI SA-11 ",6519,"34",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," CANOLA OIL ",11332,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," CHLORANTRANILIPROLE ",90100,"29",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA ",16329,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," CYANTRANILIPROLE ",90098,"16",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," CYFLUMETOFEN ",138831,"44",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," ETOXAZOLE ",107091,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," FENBUTATIN-OXIDE ",104601,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," FENPROPATHRIN ",127901,"47",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," FENPYROXIMATE ",129131,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," FLONICAMID ",128016,"73",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," FLUPYRADIFURONE ",122304,"37",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," HEXYTHIAZOX ",128849,"55",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," IMIDACLOPRID ",129099,"15",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," LAMBDA-CYHALOTHRIN ",128897,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," MALATHION ",57701,"19",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," METHOXYFENOZIDE ",121027,"66",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," NALED ",34401,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," NEEM OIL ",25006,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," NEEM OIL, CLAR. HYD. ",25007,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," NOVALURON ",124002,"56",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," PIPERONYL BUTOXIDE ",67501,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," PYRETHRINS ",69001,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," PYRIDABEN ",129105,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," SPINETORAM ",110007,"70",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," SPINOSAD ",110003,"27",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," THIAMETHOXAM ",60109,"33",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, INSECTICIDE"," TOTAL",NA,"93",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," ACIBENZOLAR-S-METHYL ",61402,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," CAPSICUM OLEORESIN EXTRACT ",70704,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," CHLOROPICRIN ",81501,"59",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," DICHLOROPROPENE ",29001,"29",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," FLUTRIAFOL ",128940,"41",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," GARLIC OIL ",128827,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," HYDROGEN PEROXIDE ",595,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," IRON PHOSPHATE ",34903,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," METALDEHYDE ",53001,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," METAM-POTASSIUM ",39002,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," METAM-SODIUM ",39003,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," PEROXYACETIC ACID ",63201,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 ",6800,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," REYNOUTRIA SACHALINE ",55809,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","CHEMICAL, OTHER"," TOTAL",NA,"71",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","FERTILIZER"," NITROGEN",NA,"61",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","FERTILIZER"," PHOSPHATE",NA,"63",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","FERTILIZER"," POTASH",NA,"72",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," BEARING - TREATED"," PCT OF AREA BEARING"," AVG","FERTILIZER"," SULFUR",NA,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," FRESH MARKET - PRODUCTION"," $",NA,NA,NA,NA,NA,NA,"(D)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," FRESH MARKET"," UTILIZED - PRODUCTION"," MEASURED IN CWT",NA,NA,NA,NA,NA,"(D)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," NOT SOLD - PRODUCTION"," CWT",NA,NA,NA,NA,NA,NA,"24,600"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," PROCESSING - PRODUCTION"," $",NA,NA,NA,NA,NA,NA,"(D)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," PROCESSING"," UTILIZED - PRODUCTION"," MEASURED IN CWT",NA,NA,NA,NA,NA,"(D)"
"SURVEY",2023,"YEAR","STATE","CALIFORNIA","STRAWBERRIES"," UTILIZED - PRODUCTION"," CWT",NA,NA,NA,NA,NA,NA,"24,575,400"
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES HARVESTED",NA,NA,NA,NA,NA,NA,NA,NA,"14,100"
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - ACRES PLANTED",NA,NA,NA,NA,NA,NA,NA,NA,"14,200"
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, FUNGICIDE"," OXATHIAPIPROLIN ",128111,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, FUNGICIDE"," PYRIOFENONE ",28828,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, FUNGICIDE"," ZOXAMIDE ",101702,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, HERBICIDE"," METSULFURON-METHYL ",122010,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, HERBICIDE"," PENOXSULAM ",119031,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, HERBICIDE"," S-METOLACHLOR ",108800,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, INSECTICIDE"," BETA-CYFLUTHRIN ",118831,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, INSECTICIDE"," ETHYL 2E;4Z-DECADIENOATE ",144022,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, INSECTICIDE"," OXAMYL ",103801,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, OTHER"," CUPRAMMONIUM ACETATE ",36011,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, OTHER"," DODECADIEN-1-OL ",129028,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, OTHER"," FLUENSULFONE ",50410,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB",NA,NA,"CHEMICAL, OTHER"," GIBBERELLIC ACID ",43801,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, FUNGICIDE"," OXATHIAPIPROLIN ",128111,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, FUNGICIDE"," PYRIOFENONE ",28828,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, FUNGICIDE"," ZOXAMIDE ",101702,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, HERBICIDE"," METSULFURON-METHYL ",122010,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, HERBICIDE"," PENOXSULAM ",119031,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, HERBICIDE"," S-METOLACHLOR ",108800,"(D)",NA,NA
"SURVEY",2023,"YEAR","STATE","FLORIDA","STRAWBERRIES - APPLICATIONS"," MEASURED IN LB / ACRE / APPLICATION"," AVG",NA,"CHEMICAL, INSECTICIDE"," BETA-CYFLUTHRIN ",118831,"(D)",NA,NA
